source_dataset,public_ground_truth,session_id,client_endpoint,server_endpoint,pcap_size_bytes,packet_count,out_packets,in_packets,unknown_packets,out_payload_bytes,in_payload_bytes,total_payload_bytes,flow_duration_seconds,burst_count,len_1,len_2,len_3,len_4,len_5,len_6,len_7,len_8,len_9,len_10,len_11,len_12,len_13,len_14,len_15,len_16,len_17,len_18,len_19,len_20
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000023,223.8.185.235.12512,150.244.216.122.443,77218044,142,142,0,0,0,0,0,10.932639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000024,150.244.74.240.41806,52.216.92.77.443,77218044,565,203,362,0,0,1266985,1266985,5.244453,83,0,-1432,-1432,-2864,-1432,-1432,-2864,-1432,-1432,-2864,-5728,-1432,-1432,-5728,0,0,-4296,-4296,-2864,-4296
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000025,120.41.92.91.59496,150.244.216.122.443,77218044,937,937,0,0,0,0,0,11.935018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000026,203.78.249.121.52826,153.1.60.217.1883,77218044,957,439,518,0,0,395634,395634,12.593669,859,0,-292,0,-898,0,-604,0,-875,0,-609,0,-1165,0,-594,0,-1448,-50,0,-921,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000027,203.78.249.122.41340,153.1.60.217.1883,77218044,984,455,529,0,0,395634,395634,12.590586,889,0,-292,0,-898,0,-604,0,-875,0,-609,0,-1165,0,-285,0,-1448,-359,0,-921,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000028,131.138.57.4.17505,104.202.234.185.443,77218044,61,0,61,0,0,94240,94240,4.582522,1,0,0,-842,-1047,-675,-547,-1393,0,0,0,-572,-2193,-791,-869,-11142,-1238,-2476,-4952,-9904,-7428
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000029,60.74.168.55.53676,133.135.180.142.10022,77218044,4589,4589,0,0,6050500,0,6050500,12.597404,1,500,1000,500,500,500,2500,500,1000,500,1000,500,1000,500,1500,500,500,500,500,500,500
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000030,120.53.48.107.17472,150.244.216.122.443,77218044,479,479,0,0,0,0,0,12.594353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000031,157.150.222.65.15634,52.72.33.75.443,77218044,9,9,0,0,1365,0,1365,12.001151,1,188,49,0,188,188,188,188,188,188,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000032,120.53.62.39.19948,150.244.216.122.443,77218044,430,430,0,0,0,0,0,12.58099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000033,150.244.52.44.65489,104.202.234.0.443,77218044,64,30,34,0,0,1590,1590,12.048202,57,0,-48,-43,0,-50,0,-47,0,-46,-46,0,-51,0,-44,-47,0,-44,0,-43,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000034,126.12.15.0.55392,192.79.167.89.22,77218044,3727,3727,0,0,348640,0,348640,12.601771,1,136,0,308,172,136,0,68,36,68,68,240,68,0,136,240,68,36,204,68,36
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000035,120.53.62.211.6612,150.244.216.122.443,77218044,401,401,0,0,0,0,0,12.588299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000036,103.94.151.141.51926,150.244.216.122.443,77218044,6193,3080,3113,0,0,7132830,7132830,12.601509,3165,-1440,-1440,-4320,0,0,0,0,0,0,-1440,-1440,0,-1440,0,-1440,-1440,-2247,0,-2880,-1440
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000037,157.150.222.71.51226,54.84.4.243.443,77218044,7,7,0,0,2698,0,2698,11.840168,1,1558,190,190,190,190,190,190,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000038,150.244.101.81.61591,203.137.157.26.443,77218044,1599,844,755,0,357375,50,357425,12.589199,934,615,651,485,0,0,0,90,883,0,0,384,0,105,0,315,1067,0,0,71,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000039,120.53.62.57.29109,150.244.216.122.443,77218044,430,430,0,0,0,0,0,12.572385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000040,133.135.31.155.56103,121.150.110.156.443,77218044,1208,1208,0,0,0,0,0,12.576457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000041,120.53.62.207.3796,150.244.216.122.443,77218044,479,479,0,0,0,0,0,12.599888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000042,157.150.63.72.62432,3.235.194.99.443,77218044,3202,3202,0,0,2082,0,2082,12.447657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000043,223.8.185.229.29942,150.244.216.122.443,77218044,146,146,0,0,0,0,0,9.49232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000044,160.81.128.87.49699,163.221.138.251.443,77218044,967,0,967,0,0,34168,34168,12.508408,1,0,-57,-49,-49,0,-49,-49,0,0,-49,-49,-49,-49,0,-49,-49,0,-49,-49,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000045,115.90.206.114.32278,150.244.216.122.443,77218044,288,288,0,0,0,0,0,12.59498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000046,120.53.62.31.42087,150.244.216.122.443,77218044,448,448,0,0,0,0,0,12.591039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000047,150.244.216.122.37722,216.152.230.2.873,77218044,4936,0,4936,0,0,33753072,33753072,12.587909,1,-5792,-2896,-2896,-2896,-9144,-2896,-1448,-1448,-1448,-2896,-2896,-2896,-13032,-4344,-5792,-8688,-2896,-2896,-4344,-1448
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000048,160.81.132.103.63160,163.221.137.85.443,77218044,389,0,389,0,0,21083,21083,12.589897,1,-52,-52,-52,-52,-52,-173,-52,-52,-52,-52,-52,-52,-52,-52,0,-82,-52,-66,-52,-66
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000049,203.78.241.33.7711,192.149.91.82.443,77218044,37,23,14,0,5054,544,5598,12.52462,20,0,-74,0,74,1158,0,38,-50,65,547,38,0,0,-50,0,650,650,0,0,-74
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000050,150.244.74.240.41736,52.216.92.77.443,77218044,1163,432,731,0,733,3393721,3394454,5.242482,21,0,0,0,0,0,0,733,0,-535,-4296,-5728,-4296,-1476,-7160,-4296,-1432,-1432,-3146,-12888,-1432
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000051,150.244.148.107.14440,103.184.254.246.8028,77218044,2467,1006,1461,0,36471,126865,163336,12.596462,1110,52,-33,-137,0,41,0,60,0,-76,0,-33,41,0,-108,-33,0,0,41,52,69
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000052,13.65.230.91.50703,202.4.198.75.22,77218044,20,9,11,0,1164,1708,2872,5.285285,14,-40,864,-1080,48,-484,16,0,68,0,-52,100,0,68,0,0,0,-52,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000053,120.53.62.109.21786,150.244.216.122.443,77218044,513,513,0,0,0,0,0,12.580489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000054,157.150.222.110.39446,164.74.232.177.443,77218044,14,0,14,0,0,2744,2744,0.699271,1,0,0,-146,0,-69,0,0,-38,-830,0,-792,-39,-791,-39,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000055,160.81.158.115.53332,163.221.138.251.443,77218044,912,0,912,0,0,1233036,1233036,12.507481,1,-1874,0,0,-1898,0,0,-1846,-1834,0,0,0,0,-1798,0,0,-1750,0,-383,-1606,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000056,157.150.42.215.53443,180.242.48.131.443,77218044,179,0,179,0,0,0,0,12.55276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000057,120.53.62.208.6569,150.244.216.122.443,77218044,388,388,0,0,0,0,0,12.556864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000058,120.53.62.92.15856,150.244.216.122.443,77218044,398,398,0,0,0,0,0,12.561615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000059,202.228.165.51.25565,212.231.112.69.443,77218044,10,0,10,0,0,0,0,12.36422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000060,86.144.1.32.49328,203.78.245.220.22,77218044,15,6,9,0,200,1876,2076,1.64015,12,-1128,0,48,0,-644,16,0,52,-52,84,0,-52,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000061,98.165.27.240.53870,133.135.210.78.80,77218044,120,120,0,0,0,0,0,7.688854,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000062,120.53.61.124.18918,150.244.216.122.443,77218044,402,402,0,0,0,0,0,12.576955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000063,131.138.13.65.17516,144.63.18.212.443,77218044,2723,2723,0,0,1263216,0,1263216,12.599194,1,0,951,951,951,0,0,951,0,0,0,0,1001,0,0,0,0,1000,0,0,1238
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000064,150.244.74.67.57402,54.24.19.122.443,77218044,899,165,734,0,0,2727842,2727842,3.031269,64,-1432,-1432,0,0,-4296,-5728,-1432,-1432,-1432,-1432,-1432,-5728,-7160,-2864,-1432,-4296,-2864,-2864,-2864,-1432
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000065,120.53.61.131.2858,150.244.216.122.443,77218044,340,340,0,0,0,0,0,12.591536,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000066,120.53.62.62.24521,150.244.216.122.443,77218044,363,363,0,0,0,0,0,12.598307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000067,202.12.30.194.61796,23.55.0.152.443,77218044,11,0,11,0,0,22310,22310,0.018511,1,0,-287,-287,0,-61,-31,-6045,0,0,-1004,-14595,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000068,120.53.48.52.13397,150.244.216.122.443,77218044,412,412,0,0,0,0,0,12.593311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000069,163.220.100.104.50804,153.1.60.217.1883,77218044,441,441,0,0,0,0,0,12.571388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000070,133.135.179.33.54579,18.229.14.217.443,77218044,14,14,0,0,6870,0,6870,10.736824,1,318,0,0,126,653,1394,1394,1394,1591,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000071,120.53.62.189.9585,150.244.216.122.443,77218044,411,411,0,0,0,0,0,12.561972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000072,202.228.163.42.25565,212.231.112.69.443,77218044,10,0,10,0,0,0,0,12.095143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000073,203.78.241.33.7610,192.149.91.81.443,77218044,51,29,22,0,5431,828,6259,11.092156,27,0,-74,0,65,456,38,0,-74,451,38,38,-74,0,0,-74,0,65,584,649,-74
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000074,157.150.222.66.29732,52.92.34.140.443,77218044,7,7,0,0,5596,0,5596,12.012478,1,804,798,804,798,801,795,796,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000075,1.223.91.158.12737,150.244.216.122.443,77218044,822,822,0,0,0,0,0,12.589923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000076,52.6.240.87.29869,163.220.244.159.443,77218044,34,0,34,0,0,145861,145861,0.902743,1,-1429,-6869,-4104,-1400,-1397,-2736,-2736,-8240,-8237,-5472,-2797,-10944,-6901,-1368,-6840,-6901,-6840,-1368,-7023,-8208
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000077,150.244.54.162.60090,128.9.190.167.443,77218044,16,7,9,0,867,6003,6870,0.077542,6,0,517,0,-2500,-2107,0,319,0,-311,-311,-71,-703,0,31,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000078,115.90.183.71.52684,150.244.216.122.443,77218044,360,360,0,0,0,0,0,12.583807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000079,120.53.62.60.35188,150.244.216.122.443,77218044,447,447,0,0,0,0,0,12.593933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000080,131.138.13.65.18446,144.63.18.212.443,77218044,350,175,175,0,420,47051,47471,12.560486,332,-270,0,-336,0,-338,0,-328,0,38,-313,0,-49,0,-38,0,67,0,-320,0,-317
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000081,115.90.183.71.52690,150.244.216.122.443,77218044,442,442,0,0,0,0,0,12.537001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000082,120.53.48.143.11729,150.244.216.122.443,77218044,391,391,0,0,0,0,0,12.559654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000083,120.53.48.169.2401,150.244.216.122.443,77218044,437,437,0,0,0,0,0,12.475547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000084,126.251.74.98.51493,203.78.226.62.443,77218044,2428,1199,1229,0,136905,102711,239616,12.588822,964,0,203,203,0,-206,-102,0,0,164,0,102,121,-98,-206,0,0,82,324,0,-206
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000085,120.53.48.99.10015,150.244.216.122.443,77218044,429,429,0,0,0,0,0,12.573439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000086,160.81.145.237.58985,163.221.137.72.443,77218044,456,0,456,0,0,23671,23671,11.786206,1,-52,-66,-52,-59,-52,-66,-52,-66,-66,-86,-146,-66,-52,-86,-59,-52,-66,-59,-59,-59
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000087,203.78.241.33.45296,173.244.45.230.443,77218044,83,41,42,0,4224,3335,7559,12.467624,62,0,-145,0,-145,0,223,0,235,0,-145,0,-145,0,-145,0,235,0,225,-145,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000088,131.138.13.65.19140,144.63.18.212.443,77218044,175,175,0,0,353,0,353,12.557054,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000089,120.53.60.162.12021,150.244.216.122.443,77218044,371,371,0,0,0,0,0,12.573092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000090,133.135.99.156.54446,52.109.57.44.443,77218044,76,76,0,0,74793,0,74793,12.461925,1,1451,244,2122,244,1451,244,2122,244,1451,244,2122,244,1451,244,2122,244,1451,244,2122,244
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000091,203.78.221.244.36808,35.198.69.242.443,77218044,252,126,126,0,10080,0,10080,12.517324,252,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0,80,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000092,203.78.221.235.45596,13.116.90.180.443,77218044,252,126,126,0,34034,0,34034,12.522542,252,283,0,283,0,283,0,283,0,283,0,283,0,283,0,283,0,283,0,283,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000093,120.53.62.38.35328,150.244.216.122.443,77218044,376,376,0,0,0,0,0,12.567966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000094,120.53.61.96.33802,150.244.216.122.443,77218044,471,471,0,0,0,0,0,12.531994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000095,150.244.84.183.51273,170.199.24.146.443,77218044,7,3,4,0,154,234,388,7.840089,6,-37,41,0,113,0,-197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000096,120.53.62.19.23418,150.244.216.122.443,77218044,420,420,0,0,0,0,0,12.549439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000097,120.53.60.184.13627,150.244.216.122.443,77218044,425,425,0,0,0,0,0,12.584643,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000098,198.90.46.202.7844,203.78.250.215.51926,77218044,9,6,3,0,117,117,234,10.013176,7,39,-39,0,39,-39,0,39,-39,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000099,157.150.222.67.10726,52.92.34.140.443,77218044,7,7,0,0,1323,0,1323,11.998435,1,189,189,189,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000100,157.150.156.181.62945,1.7.8.148.995,77218044,134,134,0,0,20812,0,20812,12.455462,1,0,101,0,101,105,88,0,103,274,96,101,84,1011,0,0,168,101,0,72,84
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000101,3.21.38.220.6814,150.244.216.122.443,77218044,27,15,12,0,823,5891,6714,1.233153,11,0,0,0,298,0,-2896,-1200,-314,0,75,6,45,0,0,-51,0,368,-1399,-31,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000102,120.53.62.208.22993,150.244.216.122.443,77218044,456,456,0,0,0,0,0,12.583219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000103,202.12.30.65.44929,182.195.104.206.443,77218044,616,310,306,0,43317,908,44225,12.595118,518,153,0,89,115,0,0,121,0,153,246,0,0,96,0,89,0,153,0,89,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000104,120.53.61.118.11019,150.244.216.122.443,77218044,409,409,0,0,0,0,0,12.578676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000105,202.12.30.246.39136,52.83.147.35.443,77218044,15,8,7,0,2432,480,2912,8.156777,8,-120,0,1054,494,0,-120,0,374,0,-120,0,510,0,-120,0,0,0,0,0,0
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000106,150.244.74.67.57354,54.24.19.122.443,77218044,1049,253,796,0,0,3262400,3262400,3.028419,114,-1432,0,-1432,-10024,-2864,-8592,-2864,-2864,-4296,-14320,-1432,-17184,-1432,-1432,-2864,-1432,-4296,-1432,-2864,-1432
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000107,157.150.222.106.6586,43.160.227.248.80,77218044,2037,0,2037,0,0,4883932,4883932,12.569211,1,-1460,-2636,-3824,-50,-1460,-1460,-1176,-2920,-1757,-4096,-1460,-1008,-2920,-1176,-4096,-2547,-25,-25,-4096,-2920
mawi_202403011400_samplepoint_F,0,MAWI_FLOW_000108,163.220.40.127.55615,95.230.216.55.443,77218044,26,14,12,0,598,7082,7680,3.098941,16,-941,0,-1448,0,-1448,0,6,0,262,0,-79,-79,-1766,0,0,163,-458,0,167,-839
